Labels,text_en
MOSTLY FALSE,"Mosques throughout China reopened after the new Corona virus, Covid 2019, plague"
MOSTLY FALSE,"[ONE] Video ""Current WUHAN Condition ... Direct Hit On Off SHOOT HELL CORONA CHINA"""
MOSTLY FALSE,Intentionally spreads the coronavirus woman in an elevator
FALSE,The main source of corona virus is found under infested roof bats
MOSTLY FALSE,The Supreme Court declined to share the mate to prevent coronavirus
MOSTLY FALSE,"Chloroquine has cured 12,552 coronavirus patients in China"
MOSTLY FALSE,This video shows racist reactions associated coronavirus
FALSE,Non-Muslim Chinese perform a Friday prayer due to the novel coronavirus outbreak
MOSTLY FALSE,A map showing the spread of the virus is expected Corona emerging around the world
FALSE,Chinese people converted to Islam as a new corona virus outbreak
FALSE,To the cancellation of the pilgrimage to Mecca because of Coronavirus
FALSE,Chinese rush to Vietnam after coronavirus outbreak
FALSE,Social media posts imply that Harvard professor Charles Lieber was arrested in connection with the new coronavirus.
MOSTLY TRUE,"After the coronavirus outbreak, non-Muslims recite Namaz"
FALSE,Video of China disinfecting streets for Coronavirus causes a rainbow.
MOSTLY FALSE,Drinking from the coronavirus can be overcome
FALSE,"Video of a Chinese epidemiologist who warns of ""hundreds of thousands"" of infected coronavirus"
FALSE,"According to a study published recently, the new coronavirus 2019-nCoV started from experiments made in workshops located near the Wuhan market."
FALSE,CLAIM: Images of those who remained quarantined on suspicion of coronavirus from Iran and from hospital in Van.
FALSE,"In Maracay, Venezuela, there is a suspected case of coronavirus covid-19"
FALSE,Chinese SWAT Team Takes Down A Coronavirus Suspect
FALSE,Man in Uttar Pradesh contracted an acute case of Coronavirus after consuming chicken and is admitted in a local hospital.
FALSE,"CLAIM: Dean Koontz ""The Eyes of Darkness"" in 2020, wrote in his book would be an outbreak of coronavirus."
MOSTLY TRUE,"Really the EU ""does not exist"" in contrast to the new coronavirus?"
FALSE,Confirmed case of novel coronavirus in Uttar Pradesh town of Barhalganj
FALSE,Confirmed case of novel coronavirus in Uttar Pradesh town of Barhalganj
MOSTLY FALSE,Chinese police arrested a man with coronavirus
FALSE,"China expects approval to kill 20,000 patients coronaviru"
FALSE,"China expects approval to kill 20,000 patients coronavirus"
FALSE,"CLAIM: China's ambassador to Russia, the new coronavirus (Covidien-19) announced that the vaccine."
FALSE,The video shows in China SWAT team hold the victims of coronavirus
MOSTLY FALSE,Elderly Chinese couple hold hands in hospital after they were infected with coronavirus
FALSE,Video shows shoppers scrambling to enter a supermarket in China after the novel coronavirus outbreak in the Chinese city of Wuhan.
FALSE,New 500+ according to Justice! Study on coronavirus in the Provincial Hospital for Infectious Diseases in Warsaw costs for uninsured people 500 gold. You can not afford it? This walk on the streets and at the same time!
MOSTLY FALSE,"[ONE] ""high level of sulfur dioxide in Wuhan City coronavirus victims of mass cremations sign, an indication there are more than 50,000 casualties burned"""
FALSE,Corona virus with the coming of spring and summer and the heat will be lost.
FALSE,Barcelona issued a statement warning of outbreaks of coronavirus in Santa Eulalia and Santa
FALSE,The video of a roof with a plague of bats relates to Coronavirus
FALSE,The University of Seville has suspended classes
FALSE,coronavirus first case was confirmed in Bogotá in San Rafael hospital
FALSE,Chinese convert to Islam to avoid being infected with coronavirus
MOSTLY FALSE,Corona virus does not live in an atmosphere temperature more than 22 degrees
FALSE,This photo shows a mass burial ground for tens of thousands of virus victims amid the novel coronavirus outbreak
FALSE,The 2008 book “End of Days” predicted the current coronavirus outbreak.
FALSE,"Coronavirus patients are being ""cremated alive"" in China."
FALSE,Map surge sulfur dioxide in Wuhan after corona virus outbreak
FALSE,The first infected with coronavirus is an alumnus of ICADE
MOSTLY FALSE,Writer Dean Koontz predicted the emergence of the coronavirus in his book in 1981 and called it the Wuhan-400
FALSE,Corona virus outbreak prediction of Wuhan in the book that was published in 1981.
FALSE,Juan Ramon Jimenez Hospital in Huelva has been closed and bolted the coronavirus
FALSE,The first patient of coronavirus in the Community of Madrid confirmed at the Hospital Puerta de Hierro Majadahonda
FALSE,The Government has suspended classes in Catalonia risk of infection by coronavirus
FALSE,As a patented virus in 2004 in the United States can appear in China 16 years later? coronavirus
MOSTLY FALSE,The coronavirus can be contracted during pregnancy
FALSE,The coronavirus can be transmitted through packets arriving from the outside
FALSE,Doctors are operating at the coronavirus when one of them falls
MOSTLY FALSE,Chloroquine can treat new coronavirus
MOSTLY FALSE,This map shows the global spread of the coronavirus trips made by residents of Wuhan before the city was closed Chinese
FALSE,A video shows scores of people from China escaping to Vietnam in order to avoid the deadly coronavirus.
FALSE,"CLAIM: Photography, coronavirus outbreak shows the protocol after Iran."
MOSTLY FALSE,Here are some ways of transmission of the new coronavirus
FALSE,CLAIM: The video shows people who are sick because of the coronavirus.
MOSTLY FALSE,CLAIM: The photos show that some Chinese people have killed their pets because of the fear that they can spread the coronavirus.
MOSTLY FALSE,The elderly couple were exposed to corona virus
FALSE,"Image shows mass burial ground for tens of thousands of Coronavirus victims, since cremation furnace running 24 hours a day cannot meet demand due to the large number of bodies."
FALSE,Says the CDC recommends men shave their beards to protect against coronavirus.
FALSE,"“The coronavirus is the common cold, folks.”"
FALSE,China-made Holi festival decorations infected with novel coronavirus
MOSTLY FALSE,“It (coronavirus) is like a strong flu.”
FALSE,"Injected a monkey after the coronavirus to check the effect of the Remdesivir, a vaccine"
FALSE,Sevilla University suspended classes for coronavirus
FALSE,Man wearing gas mask Lugo LIDL coronavirus
MOSTLY TRUE,Coronavirus Update: According to the World Health Organization transmission could be possible through food
MOSTLY TRUE,"The number of COVID-19 cases in the United States ""are going very substantially down, not up.”"
FALSE,Beef is the best vaccine against coronaviruses
FALSE,"A photo showing snow art voicing support for China was spotted in Wuhan, the epicentre of the novel coronavirus epidemic."
FALSE,Cambodian Prime Minister Hun Sen hospitalised after contracting Coronavirus.
MOSTLY TRUE,"Says of President Donald Trump’s actions on the coronavirus: “No. 1, he fired the pandemic team two years ago. No. 2, he's been defunding the Centers for Disease Control.”"
FALSE,"“With Ebola, we were talking about it before, you disintegrated. If you got Ebola, that was it. [Coronavirus] is like a flu, and this is a much different situation than Ebola.”"
FALSE,Hun Sen diagnosed with novel coronavirus
MOSTLY FALSE,Vitamin D prevents coronavirus
MOSTLY FALSE,Shoppers in China force way into supermarket amid novel coronavirus epidemic
FALSE,SWAT teams take down coronavirus suspects on China highway
FALSE,Coronavirus patients in China are being caught by officials on a highway
FALSE,A man with a mask by the coronavirus shopping at the Lidl Lugo
MOSTLY FALSE,"The 1988 animated film Akira predicted the 2020 Olympics would be in Tokyo, and that a pandemic (Coronavirus) would lead to its cancellation."
FALSE,Dr. Gerardo Dovakin has discovered coronavirus vaccine
MOSTLY FALSE,A full 38 percent of Americans won't drink Corona beer under any circumstances in February 2020 because they fear coronavirus.
FALSE,Barcelona City Council has issued a statement warning of outbreaks of coronavirus in the neighborhood of Sants or Santa Eulalia
FALSE,The coronavirus can be cured with a water container freshly boiled garlic
FALSE,Says the coronavirus can be slowed or stopped with the “immediate widespread use of high doses of vitamin C.”
MOSTLY FALSE,Video infected with coronavirus hundreds of monkeys to find vaccine
FALSE,Claim: China police catching corona victims with nets
FALSE,"The main source of corona virus is found. It turns out that many roofs in Wuhan, Hubei Province, are heavily infested chrysanthemum bats"
FALSE,"The new coronavirus may not show signs of infection for many days, how to know if you are infected. When you have fever and / or cough, and go to the hospital, the lungs usually have 50% of fibrosis and it's too late"
FALSE,"China seeks court approval to kill more than 20,000 patients with coronavirus to prevent further spread of the virus *."
FALSE,Video shows 20 million Chinese people converting to Islam because the novel coronavirus epidemic does not affect Muslims.
FALSE,China's SWAT team of people suffering from corona virus behavior
FALSE,The Vatican confirmed that the potato is infected with coronavirus Francisco
FALSE,"CLAIM: Coronavirus fall that lives on the surface 12 hours, drink warm water helps to kill the virus, by any normal size could mask due filtrenel."
FALSE,CLAIM: one produced by the Cuban drug was effective in treating coronavirus in China.
FALSE,CLAIM: The Pope to the new coronavirus (Covidien-19) was diagnosed.
FALSE,"Russian Ministry of Health confirmed in a document that the novel coronavirus, COVID-19, is man-made."
MOSTLY FALSE,Health authorities recommend to shave the beard against coronavirus
MOSTLY FALSE,Singapore citizens queued kosher food for a new type of corona virus outbreak
FALSE,A runny nose and sputum secretion are not symptoms of novel Coronavirus.
MOSTLY FALSE,Russia confirms the novel coronavirus is man-made
FALSE,Coughing sputum and runny nose not symptoms of novel coronavirus
FALSE,"”America has been vaccinating cattle for coronavirus for years, yet the news tells you it’s new and gunna kill you all so go buy mask.”"
FALSE,“Florida hospital reports a coronavirus ‘infestation’ with multiple confirmed patients.”
FALSE,French parade pays tribute to China's efforts against the novel coronavirus
MOSTLY FALSE,Every election year has a disease; coronavirus has a contagion factor of 2
MOSTLY FALSE,[ONE] Video 280 Umrah Pilgrims Stuck in the plane and 18 were positively Corona Virus Infected
FALSE,CLAIM: A traveler from the Chinese province most hit by the coronavirus was allowed into Zimbabwe
FALSE,A Facebook post claims The Eyes of Darkness by Dean Koontz predicted the coronavirus outbreak.
FALSE,There are 86 customers a brothel in Valencia quarantined after working in a positive coronavirus
